,id,city,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,umpire1,umpire2,yr,team1_points,team2_points
0,335982,Bangalore,BB McCullum,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140.0,Asad Rauf,RE Koertzen,2008,72.52272727272727,76.775
1,335983,Chandigarh,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,MR Benson,SL Shastri,2008,100.325,106.94736842105263
2,335984,Delhi,MF Maharoof,Feroz Shah Kotla,0,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Delhi Daredevils,wickets,9.0,Aleem Dar,GA Pratapkumar,2008,105.67647058823529,116.55263157894737
3,335985,Mumbai,MV Boucher,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5.0,SJ Davis,DJ Harper,2008,80.41304347826087,72.52272727272727
4,335986,Kolkata,DJ Hussey,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5.0,BF Bowden,K Hariharan,2008,76.775,86.9
5,335987,Jaipur,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,6.0,Aleem Dar,RB Tiffin,2008,116.55263157894737,100.325
6,335988,Hyderabad,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,wickets,9.0,IL Howell,AM Saheba,2008,86.9,105.67647058823529
7,335989,Chennai,ML Hayden,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6.0,DJ Harper,GA Pratapkumar,2008,106.94736842105263,80.41304347826087
8,335990,Hyderabad,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,Asad Rauf,MR Benson,2008,86.9,116.55263157894737
9,335991,Chandigarh,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,66.0,Aleem Dar,AM Saheba,2008,100.325,80.41304347826087
10,335992,Bangalore,SR Watson,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,MR Benson,IL Howell,2008,72.52272727272727,116.55263157894737
11,335993,Chennai,JDP Oram,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9.0,BF Bowden,AV Jayaprakash,2008,106.94736842105263,76.775
12,335994,Mumbai,AC Gilchrist,Dr DY Patil Sports Academy,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10.0,Asad Rauf,SL Shastri,2008,80.41304347826087,86.9
13,335995,Chandigarh,SM Katich,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,Kings XI Punjab,wickets,4.0,RE Koertzen,I Shivram,2008,100.325,105.67647058823529
14,335996,Bangalore,MS Dhoni,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,13.0,BR Doctrove,RB Tiffin,2008,72.52272727272727,106.94736842105263
15,335997,Kolkata,ST Jayasuriya,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7.0,BF Bowden,AV Jayaprakash,2008,76.775,80.41304347826087
16,335998,Delhi,GD McGrath,Feroz Shah Kotla,0,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Daredevils,runs,10.0,Aleem Dar,I Shivram,2008,105.67647058823529,72.52272727272727
17,335999,Hyderabad,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,BR Doctrove,RB Tiffin,2008,86.9,100.325
18,336000,Jaipur,SA Asnodkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,RE Koertzen,GA Pratapkumar,2008,116.55263157894737,76.775
19,336001,Chennai,V Sehwag,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Delhi Daredevils,wickets,8.0,BF Bowden,K Hariharan,2008,106.94736842105263,105.67647058823529
20,336002,Hyderabad,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,5.0,Asad Rauf,RE Koertzen,2008,86.9,72.52272727272727
21,336003,Chandigarh,IK Pathan,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kings XI Punjab,runs,9.0,DJ Harper,I Shivram,2008,100.325,76.775
22,336004,Mumbai,SM Pollock,Dr DY Patil Sports Academy,0,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,runs,29.0,IL Howell,RE Koertzen,2008,80.41304347826087,105.67647058823529
23,336005,Jaipur,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8.0,Asad Rauf,AV Jayaprakash,2008,116.55263157894737,106.94736842105263
24,336006,Bangalore,S Sreesanth,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,SJ Davis,BR Doctrove,2008,72.52272727272727,100.325
25,336007,Chennai,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7.0,MR Benson,RB Tiffin,2008,106.94736842105263,86.9
26,336008,Mumbai,A Nehra,Dr DY Patil Sports Academy,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,7.0,DJ Harper,RE Koertzen,2008,80.41304347826087,116.55263157894737
27,336009,Delhi,MS Dhoni,Feroz Shah Kotla,0,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,Aleem Dar,RB Tiffin,2008,105.67647058823529,106.94736842105263
28,336010,Kolkata,SC Ganguly,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5.0,Asad Rauf,IL Howell,2008,76.775,72.52272727272727
29,336011,Jaipur,YK Pathan,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,MR Benson,AM Saheba,2008,116.55263157894737,86.9
30,336012,Bangalore,CRD Fernando,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9.0,BF Bowden,AV Jayaprakash,2008,72.52272727272727,80.41304347826087
31,336013,Chennai,L Balaji,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,runs,18.0,AV Jayaprakash,BG Jerling,2008,106.94736842105263,100.325
32,336014,Hyderabad,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,IL Howell,AM Saheba,2008,86.9,76.775
33,336015,Jaipur,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,SJ Davis,RE Koertzen,2008,116.55263157894737,105.67647058823529
34,336016,Chandigarh,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,9.0,BR Doctrove,I Shivram,2008,100.325,72.52272727272727
35,336017,Kolkata,Shoaib Akhtar,Eden Gardens,0,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23.0,Asad Rauf,IL Howell,2008,76.775,105.67647058823529
36,336018,Mumbai,ST Jayasuriya,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,9.0,BR Doctrove,AM Saheba,2008,80.41304347826087,106.94736842105263
37,336019,Chandigarh,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41.0,SJ Davis,K Hariharan,2008,100.325,116.55263157894737
38,336020,Delhi,A Mishra,Feroz Shah Kotla,0,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Delhi Daredevils,runs,12.0,BG Jerling,GA Pratapkumar,2008,105.67647058823529,86.9
39,336021,Mumbai,SM Pollock,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,8.0,BR Doctrove,DJ Harper,2008,80.41304347826087,76.775
40,336023,Jaipur,GC Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,65.0,BF Bowden,SL Shastri,2008,116.55263157894737,72.52272727272727
41,336024,Hyderabad,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,25.0,BR Doctrove,DJ Harper,2008,86.9,80.41304347826087
42,336026,Bangalore,SP Goswami,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,SJ Davis,GA Pratapkumar,2008,72.52272727272727,105.67647058823529
43,336027,Kolkata,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,BG Jerling,RE Koertzen,2008,76.775,116.55263157894737
44,336028,Mumbai,SE Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,1.0,BF Bowden,GA Pratapkumar,2008,80.41304347826087,100.325
45,336029,Chennai,A Kumble,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,14.0,DJ Harper,I Shivram,2008,106.94736842105263,72.52272727272727
46,336031,Chandigarh,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,Asad Rauf,SJ Davis,2008,100.325,86.9
47,336032,Delhi,KD Karthik,Feroz Shah Kotla,0,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,BF Bowden,K Hariharan,2008,105.67647058823529,80.41304347826087
48,336033,Chennai,JA Morkel,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10.0,DJ Harper,SL Shastri,2008,106.94736842105263,116.55263157894737
49,336034,Bangalore,P Kumar,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bangalore,runs,3.0,BR Doctrove,SL Shastri,2008,72.52272727272727,86.9
50,336035,Kolkata,Umar Gul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,3.0,SJ Davis,I Shivram,2008,76.775,100.325
51,336036,Jaipur,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,BF Bowden,K Hariharan,2008,116.55263157894737,80.41304347826087
52,336037,Hyderabad,SK Raina,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7.0,BG Jerling,AM Saheba,2008,86.9,106.94736842105263
53,336038,Mumbai,SR Watson,Wankhede Stadium,0,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,field,Rajasthan Royals,runs,105.0,BF Bowden,RE Koertzen,2008,105.67647058823529,116.55263157894737
54,336039,Mumbai,M Ntini,Wankhede Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Chennai Super Kings,wickets,9.0,Asad Rauf,DJ Harper,2008,106.94736842105263,100.325
55,336040,Mumbai,YK Pathan,Dr DY Patil Sports Academy,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,BF Bowden,RE Koertzen,2008,106.94736842105263,116.55263157894737
56,392181,Cape Town,SR Tendulkar,Newlands,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,19.0,BR Doctrove,K Hariharan,2009,99.97222222222223,76.95
57,392182,Cape Town,R Dravid,Newlands,1,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,75.0,BR Doctrove,RB Tiffin,2009,79.78260869565217,72.45454545454545
58,392184,Cape Town,RP Singh,Newlands,1,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8.0,MR Benson,BR Doctrove,2009,110.21052631578948,59.0
59,392185,Port Elizabeth,M Muralitharan,St George's Park,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,92.0,BG Jerling,SJA Taufel,2009,79.78260869565217,99.97222222222223
60,392188,Cape Town,AC Gilchrist,Newlands,1,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24.0,M Erasmus,AM Saheba,2009,79.78260869565217,110.21052631578948
61,392189,Durban,AB de Villiers,Kingsmead,1,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,bat,Delhi Daredevils,runs,9.0,BR Doctrove,SJA Taufel,2009,99.97222222222223,98.02631578947368
62,392191,Durban,RS Bopara,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,7.0,BR Doctrove,TH Wijewardene,2009,79.78260869565217,78.925
63,392192,Durban,PP Ojha,Kingsmead,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12.0,HDPK Dharmasena,SJA Taufel,2009,110.21052631578948,76.95
64,392194,Port Elizabeth,TM Dilshan,St George's Park,1,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Delhi Daredevils,wickets,6.0,S Asnani,BG Jerling,2009,79.78260869565217,98.02631578947368
65,392195,Cape Town,KC Sangakkara,Newlands,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27.0,M Erasmus,K Hariharan,2009,78.925,72.45454545454545
66,392196,Durban,HH Gibbs,Kingsmead,1,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,IL Howell,TH Wijewardene,2009,99.97222222222223,110.21052631578948
67,392197,Port Elizabeth,SR Tendulkar,St George's Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92.0,BG Jerling,RB Tiffin,2009,59.0,76.95
68,392198,Centurion,YK Pathan,SuperSport Park,1,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,wickets,5.0,GAV Baxter,RE Koertzen,2009,98.02631578947368,72.45454545454545
69,392199,Durban,MV Boucher,Kingsmead,1,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,5.0,MR Benson,TH Wijewardene,2009,79.78260869565217,59.0
70,392200,Durban,KC Sangakkara,Kingsmead,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,runs,3.0,MR Benson,SL Shastri,2009,78.925,76.95
71,392201,Centurion,DP Nannes,SuperSport Park,1,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,GAV Baxter,AM Saheba,2009,110.21052631578948,98.02631578947368
72,392202,Centurion,SK Raina,SuperSport Park,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38.0,GAV Baxter,RE Koertzen,2009,99.97222222222223,72.45454545454545
73,392203,East London,JP Duminy,Buffalo Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,M Erasmus,SK Tarapore,2009,59.0,76.95
74,392204,Durban,Yuvraj Singh,Kingsmead,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,8.0,HDPK Dharmasena,S Ravi,2009,79.78260869565217,78.925
75,392205,Port Elizabeth,YK Pathan,St George's Park,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3.0,S Asnani,BG Jerling,2009,110.21052631578948,72.45454545454545
76,392206,Johannesburg,SB Jakati,New Wanderers Stadium,1,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,runs,18.0,DJ Harper,RE Koertzen,2009,99.97222222222223,98.02631578947368
77,392207,Port Elizabeth,DPMD Jayawardene,St George's Park,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,6.0,S Asnani,MR Benson,2009,78.925,59.0
78,392208,Johannesburg,JH Kallis,New Wanderers Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,9.0,RE Koertzen,TH Wijewardene,2009,79.78260869565217,76.95
79,392209,East London,MS Dhoni,Buffalo Park,1,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78.0,BR Doctrove,M Erasmus,2009,99.97222222222223,110.21052631578948
80,392210,Durban,GC Smith,Kingsmead,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78.0,SS Hazare,IL Howell,2009,78.925,72.45454545454545
81,392211,Durban,G Gambhir,Kingsmead,1,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,9.0,GAV Baxter,IL Howell,2009,98.02631578947368,59.0
82,392212,Centurion,RG Sharma,SuperSport Park,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19.0,MR Benson,HDPK Dharmasena,2009,110.21052631578948,76.95
83,392213,Centurion,A Singh,SuperSport Park,1,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,K Hariharan,DJ Harper,2009,79.78260869565217,72.45454545454545
84,392215,East London,A Nehra,Buffalo Park,1,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,7.0,M Erasmus,SK Tarapore,2009,98.02631578947368,76.95
85,392216,Kimberley,DPMD Jayawardene,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3.0,GAV Baxter,AM Saheba,2009,110.21052631578948,78.925
86,392217,Kimberley,S Badrinath,De Beers Diamond Oval,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,GAV Baxter,HDPK Dharmasena,2009,99.97222222222223,72.45454545454545
87,392218,Port Elizabeth,JP Duminy,St George's Park,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,16.0,BR Doctrove,BG Jerling,2009,79.78260869565217,76.95
88,392219,Johannesburg,A Mishra,New Wanderers Stadium,1,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Delhi Daredevils,wickets,7.0,SL Shastri,RB Tiffin,2009,98.02631578947368,59.0
89,392220,Kimberley,DR Smith,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53.0,GAV Baxter,HDPK Dharmasena,2009,110.21052631578948,72.45454545454545
90,392221,Centurion,LRPL Taylor,SuperSport Park,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,M Erasmus,SS Hazare,2009,79.78260869565217,59.0
91,392222,Centurion,Harbhajan Singh,SuperSport Park,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,8.0,SS Hazare,RE Koertzen,2009,78.925,76.95
92,392223,Durban,R Bhatia,Kingsmead,1,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,Delhi Daredevils,runs,12.0,DJ Harper,SL Shastri,2009,110.21052631578948,98.02631578947368
93,392224,Durban,LRPL Taylor,Kingsmead,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,2.0,BR Doctrove,DJ Harper,2009,79.78260869565217,99.97222222222223
94,392225,Durban,SK Warne,Kingsmead,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2.0,BR Doctrove,DJ Harper,2009,76.95,72.45454545454545
95,392226,Bloemfontein,B Lee,OUTsurance Oval,1,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,HDPK Dharmasena,IL Howell,2009,98.02631578947368,78.925
96,392227,Port Elizabeth,ML Hayden,St George's Park,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,SK Tarapore,SJA Taufel,2009,99.97222222222223,76.95
97,392228,Johannesburg,RG Sharma,New Wanderers Stadium,1,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers,wickets,6.0,RE Koertzen,S Ravi,2009,110.21052631578948,59.0
98,392229,Johannesburg,Yuvraj Singh,New Wanderers Stadium,1,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1.0,S Ravi,RB Tiffin,2009,110.21052631578948,78.925
99,392230,Bloemfontein,AB de Villiers,OUTsurance Oval,1,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,runs,14.0,SS Hazare,IL Howell,2009,98.02631578947368,72.45454545454545
100,392231,Centurion,BJ Hodge,SuperSport Park,1,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7.0,SJA Taufel,RB Tiffin,2009,99.97222222222223,59.0
101,392232,Johannesburg,JH Kallis,New Wanderers Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,Royal Challengers Bangalore,wickets,7.0,IL Howell,RB Tiffin,2009,79.78260869565217,98.02631578947368
102,392233,Durban,LR Shukla,Kingsmead,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,BG Jerling,SJA Taufel,2009,59.0,72.45454545454545
103,392234,Durban,M Muralitharan,Kingsmead,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,24.0,BG Jerling,SJA Taufel,2009,99.97222222222223,78.925
104,392235,Centurion,V Sehwag,SuperSport Park,1,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Delhi Daredevils,wickets,4.0,IL Howell,S Ravi,2009,98.02631578947368,76.95
105,392236,Centurion,MK Pandey,SuperSport Park,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,12.0,IL Howell,S Ravi,2009,79.78260869565217,110.21052631578948
106,392237,Centurion,AC Gilchrist,SuperSport Park,1,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,BR Doctrove,DJ Harper,2009,98.02631578947368,110.21052631578948
107,392238,Johannesburg,MK Pandey,New Wanderers Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6.0,RE Koertzen,SJA Taufel,2009,79.78260869565217,99.97222222222223
108,392239,Johannesburg,A Kumble,New Wanderers Stadium,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Deccan Chargers,runs,6.0,RE Koertzen,SJA Taufel,2009,79.78260869565217,110.21052631578948
109,419106,Mumbai,AD Mathews,Dr DY Patil Sports Academy,0,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Kolkata Knight Riders,runs,11.0,RE Koertzen,RB Tiffin,2010,95.45238095238095,69.52173913043478
110,419107,Mumbai,YK Pathan,Brabourne Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,runs,4.0,RE Koertzen,RB Tiffin,2010,96.21428571428571,67.42
111,419108,Chandigarh,G Gambhir,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,5.0,BR Doctrove,S Ravi,2010,76.56818181818181,80.27272727272727
112,419109,Kolkata,MK Tiwary,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,HDPK Dharmasena,AM Saheba,2010,69.52173913043478,91.4090909090909
113,419110,Chennai,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,31.0,K Hariharan,DJ Harper,2010,91.67391304347827,95.45238095238095
114,419111,Ahmedabad,V Sehwag,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,BG Jerling,RE Koertzen,2010,67.42,80.27272727272727
115,419112,Bangalore,JH Kallis,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,Royal Challengers Bangalore,wickets,8.0,S Das,DJ Harper,2010,91.4090909090909,76.56818181818181
116,419113,Kolkata,MS Dhoni,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,55.0,HDPK Dharmasena,AM Saheba,2010,69.52173913043478,91.67391304347827
117,419114,Delhi,SR Tendulkar,Feroz Shah Kotla,0,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Mumbai Indians,runs,98.0,BR Doctrove,SK Tarapore,2010,80.27272727272727,96.21428571428571
118,419115,Bangalore,JH Kallis,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10.0,K Hariharan,DJ Harper,2010,91.4090909090909,67.42
119,419116,Delhi,ML Hayden,Feroz Shah Kotla,0,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings,wickets,5.0,BR Doctrove,SK Tarapore,2010,80.27272727272727,91.67391304347827
120,419117,Cuttack,A Symonds,Barabati Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Deccan Chargers,runs,6.0,BF Bowden,M Erasmus,2010,95.45238095238095,76.56818181818181
