,id,city,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,umpire1,umpire2,yr,team1_points,team2_points
284,548355,Mumbai,DR Smith,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2.0,Asad Rauf,S Asnani,2012,2109.0,2197.5
285,548356,Bangalore,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,HDPK Dharmasena,BNJ Oxenford,2012,1944.0,1773.5
286,548357,Delhi,JH Kallis,Feroz Shah Kotla,0,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,wickets,6.0,JD Cloete,S Ravi,2012,2190.5,2042.0
287,548358,Pune,SR Watson,Subrata Roy Sahara Stadium,0,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,wickets,7.0,Asad Rauf,BR Doctrove,2012,1714.0,1981.0
288,548359,Hyderabad,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25.0,HDPK Dharmasena,BNJ Oxenford,2012,1773.5,1942.0
289,548360,Mumbai,CH Gayle,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,BF Bowden,VA Kulkarni,2012,2109.0,1944.0
290,548361,Jaipur,BW Hilfenhaus,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,BNJ Oxenford,C Shamshuddin,2012,1981.0,2197.5
291,548362,Pune,CH Gayle,Subrata Roy Sahara Stadium,0,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Royal Challengers Bangalore,runs,35.0,BF Bowden,SK Tarapore,2012,1714.0,1944.0
292,548363,Kolkata,RG Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27.0,S Ravi,SJA Taufel,2012,2042.0,2109.0
293,548364,Chennai,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,S Das,BR Doctrove,2012,2197.5,2190.5
294,548365,Jaipur,A Chandila,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,BF Bowden,SK Tarapore,2012,1981.0,1714.0
295,548366,Chandigarh,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab,wickets,4.0,HDPK Dharmasena,BNJ Oxenford,2012,1942.0,1773.5
296,548367,Bangalore,AT Rayudu,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,S Das,BR Doctrove,2012,1944.0,2109.0
297,548368,Kolkata,MEK Hussey,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,JD Cloete,SJA Taufel,2012,2042.0,2197.5
298,548369,Delhi,UT Yadav,Feroz Shah Kotla,0,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,Delhi Daredevils,wickets,5.0,HDPK Dharmasena,BNJ Oxenford,2012,2190.5,1942.0
299,548370,Mumbai,SP Narine,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32.0,S Das,BR Doctrove,2012,2109.0,2042.0
300,548371,Dharamsala,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,VA Kulkarni,SK Tarapore,2012,1942.0,2197.5
301,548372,Delhi,CH Gayle,Feroz Shah Kotla,0,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,runs,21.0,HDPK Dharmasena,C Shamshuddin,2012,2190.5,1944.0
302,548373,Hyderabad,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers,wickets,5.0,S Ravi,SJA Taufel,2012,1773.5,1981.0
303,548374,Dharamsala,UT Yadav,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,wickets,6.0,BF Bowden,VA Kulkarni,2012,1942.0,2190.5
304,548375,Pune,Shakib Al Hasan,Subrata Roy Sahara Stadium,0,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34.0,S Asnani,BR Doctrove,2012,1714.0,2042.0
305,548376,Hyderabad,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,9.0,S Ravi,SJA Taufel,2012,1773.5,1944.0
306,548377,Jaipur,DR Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10.0,HDPK Dharmasena,C Shamshuddin,2012,1981.0,2109.0
307,548378,Pune,YK Pathan,Subrata Roy Sahara Stadium,0,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18.0,BR Doctrove,SJA Taufel,2012,2190.5,2042.0
308,548379,Bangalore,MS Dhoni,M Chinnaswamy Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38.0,BF Bowden,HDPK Dharmasena,2012,2197.5,2109.0
309,548380,Chennai,M Vijay,"MA Chidambaram Stadium, Chepauk",0,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Chennai Super Kings,runs,86.0,BR Doctrove,SJA Taufel,2012,2190.5,2197.5
310,548381,Chennai,MS Bisla,"MA Chidambaram Stadium, Chepauk",0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,BF Bowden,SJA Taufel,2012,2042.0,2197.5
311,597998,Kolkata,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,S Ravi,SJA Taufel,2013,1910.0,1765.0
312,597999,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2.0,VA Kulkarni,C Shamshuddin,2013,2104.5,2543.0
313,598000,Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,Sunrisers Hyderabad,runs,22.0,S Ravi,SJA Taufel,2013,2079.0,1832.5
314,598001,Delhi,R Dravid,Feroz Shah Kotla,0,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,S Das,C Shamshuddin,2013,1765.0,2285.0
315,598002,Chennai,KA Pollard,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,M Erasmus,VA Kulkarni,2013,2324.5,2543.0
316,598003,Pune,M Vohra,Subrata Roy Sahara Stadium,0,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Kings XI Punjab,wickets,8.0,S Asnani,SJA Taufel,2013,1832.5,1964.5
317,598005,Jaipur,SK Trivedi,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,Aleem Dar,S Das,2013,2285.0,1910.0
318,598006,Mumbai,KD Karthik,Wankhede Stadium,0,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,runs,44.0,M Erasmus,VA Kulkarni,2013,2543.0,1765.0
319,598007,Chandigarh,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,Aleem Dar,C Shamshuddin,2013,1964.5,2324.5
320,598008,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,Asad Rauf,AK Chaudhary,2013,2104.5,1910.0
321,598009,Pune,AJ Finch,Subrata Roy Sahara Stadium,0,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors,wickets,7.0,M Erasmus,K Srinath,2013,1832.5,2285.0
322,598010,Delhi,A Mishra,Feroz Shah Kotla,0,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,3.0,Aleem Dar,Subroto Das,2013,1765.0,2079.0
323,598011,Mumbai,RG Sharma,Wankhede Stadium,0,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,runs,41.0,S Ravi,SJA Taufel,2013,2543.0,1832.5
324,598012,Chennai,RA Jadeja,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,Asad Rauf,AK Chaudhary,2013,2324.5,2104.5
325,598013,Kolkata,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,M Erasmus,VA Kulkarni,2013,1910.0,2079.0
326,598014,Jaipur,JP Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,Aleem Dar,C Shamshuddin,2013,2285.0,1964.5
327,598015,Chennai,SPD Smith,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Pune Warriors,Pune Warriors,bat,Pune Warriors,runs,24.0,Asad Rauf,AK Chaudhary,2013,2324.5,1832.5
328,598016,Chandigarh,MS Gony,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,CK Nandan,SJA Taufel,2013,1964.5,1910.0
329,598018,Pune,A Mishra,Subrata Roy Sahara Stadium,0,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,Sunrisers Hyderabad,runs,11.0,Asad Rauf,AK Chaudhary,2013,1832.5,2079.0
330,598019,Jaipur,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,Aleem Dar,C Shamshuddin,2013,2285.0,2543.0
331,598020,Delhi,MEK Hussey,Feroz Shah Kotla,0,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,M Erasmus,VA Kulkarni,2013,1765.0,2324.5
332,598021,Hyderabad,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,HDPK Dharmasena,CK Nandan,2013,2079.0,1964.5
333,598022,Kolkata,RA Jadeja,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,Asad Rauf,AK Chaudhary,2013,1910.0,2324.5
334,598023,Bangalore,R Vinay Kumar,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,Aleem Dar,C Shamshuddin,2013,2104.5,2285.0
335,598024,Delhi,V Sehwag,Feroz Shah Kotla,0,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,9.0,HDPK Dharmasena,S Ravi,2013,1765.0,2543.0
336,598025,Chandigarh,DA Miller,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,M Erasmus,K Srinath,2013,1964.5,1832.5
337,598026,Chennai,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,S Asnani,AK Chaudhary,2013,2324.5,2285.0
338,598027,Bangalore,CH Gayle,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,runs,130.0,Aleem Dar,C Shamshuddin,2013,2104.5,1832.5
339,598028,Dharamsala,DA Miller,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Kings XI Punjab,runs,7.0,HDPK Dharmasena,S Ravi,2013,1964.5,1765.0
340,598029,Kolkata,DR Smith,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,HDPK Dharmasena,S Ravi,2013,1910.0,2543.0
341,598030,Chennai,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,Aleem Dar,S Das,2013,2324.5,2079.0
342,598031,Kolkata,JH Kallis,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,CK Nandan,S Ravi,2013,1910.0,1964.5
343,598032,Jaipur,JP Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,VA Kulkarni,K Srinath,2013,2285.0,2079.0
344,598033,Mumbai,DR Smith,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58.0,Asad Rauf,S Asnani,2013,2543.0,2104.5
345,598034,Chennai,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,Aleem Dar,SJA Taufel,2013,2324.5,1910.0
346,598035,Raipur,DA Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Daredevils,Pune Warriors,Pune Warriors,field,Delhi Daredevils,runs,15.0,CK Nandan,S Ravi,2013,1765.0,1832.5
347,598036,Jaipur,SV Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,M Erasmus,K Srinath,2013,2285.0,2104.5
348,598037,Mumbai,RG Sharma,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,Asad Rauf,AK Chaudhary,2013,2543.0,1964.5
349,598038,Pune,MS Dhoni,Subrata Roy Sahara Stadium,0,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,S Das,SJA Taufel,2013,1832.5,2324.5
350,598039,Hyderabad,I Sharma,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,Asad Rauf,S Asnani,2013,2079.0,2543.0
351,598040,Raipur,DA Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,7.0,HDPK Dharmasena,CK Nandan,2013,1765.0,1910.0
352,598041,Chennai,SK Raina,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15.0,M Erasmus,VA Kulkarni,2013,2324.5,1964.5
353,598042,Pune,AB de Villiers,Subrata Roy Sahara Stadium,0,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,17.0,Aleem Dar,C Shamshuddin,2013,1832.5,2104.5
354,598043,Kolkata,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,HDPK Dharmasena,CK Nandan,2013,1910.0,2285.0
355,598044,Hyderabad,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,Sunrisers Hyderabad,wickets,6.0,Asad Rauf,S Asnani,2013,2079.0,1765.0
356,598045,Bangalore,AC Gilchrist,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,HDPK Dharmasena,S Ravi,2013,2104.5,1964.5
357,598046,Mumbai,MG Johnson,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,60.0,HDPK Dharmasena,CK Nandan,2013,2543.0,2324.5
358,598047,Jaipur,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,Rajasthan Royals,wickets,5.0,C Shamshuddin,RJ Tucker,2013,2285.0,1832.5
359,598048,Bangalore,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,7.0,S Ravi,SJA Taufel,2013,2104.5,2079.0
360,598049,Jaipur,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Rajasthan Royals,wickets,9.0,Aleem Dar,RJ Tucker,2013,2285.0,1765.0
361,598050,Mumbai,SR Tendulkar,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,65.0,HDPK Dharmasena,S Ravi,2013,2543.0,1910.0
362,598051,Hyderabad,SK Raina,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,77.0,S Das,NJ Llong,2013,2079.0,2324.5
363,598052,Chandigarh,KK Cooper,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,HDPK Dharmasena,S Ravi,2013,1964.5,2285.0
364,598053,Pune,G Gambhir,Subrata Roy Sahara Stadium,0,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,46.0,Asad Rauf,S Asnani,2013,1832.5,1910.0
365,598054,Delhi,JD Unadkat,Feroz Shah Kotla,0,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,Royal Challengers Bangalore,runs,4.0,NJ Llong,K Srinath,2013,1765.0,2104.5
366,598055,Pune,MG Johnson,Subrata Roy Sahara Stadium,0,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,wickets,5.0,Asad Rauf,AK Chaudhary,2013,1832.5,2543.0
367,598056,Chandigarh,PA Patel,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,30.0,S Das,RJ Tucker,2013,1964.5,2079.0
368,598057,Ranchi,JH Kallis,JSCA International Stadium Complex,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,NJ Llong,K Srinath,2013,1910.0,2104.5
369,598058,Jaipur,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,HDPK Dharmasena,CK Nandan,2013,2285.0,2324.5
370,598059,Delhi,Harmeet Singh,Feroz Shah Kotla,0,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,VA Kulkarni,K Srinath,2013,1765.0,1964.5
371,598060,Mumbai,KA Pollard,Wankhede Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,AK Chaudhary,SJA Taufel,2013,2543.0,2079.0
372,598061,Ranchi,MK Pandey,JSCA International Stadium Complex,0,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,Pune Warriors,runs,7.0,NJ Llong,K Srinath,2013,1910.0,1832.5
373,598062,Chennai,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,C Shamshuddin,RJ Tucker,2013,2324.5,1765.0
374,598063,Mumbai,AP Tare,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,14.0,Asad Rauf,S Asnani,2013,2543.0,2285.0
375,598064,Chandigarh,DA Miller,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,VA Kulkarni,NJ Llong,2013,1964.5,2104.5
376,598065,Hyderabad,A Mishra,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,23.0,Asad Rauf,AK Chaudhary,2013,2079.0,2285.0
377,598066,Dharamsala,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,50.0,HDPK Dharmasena,CK Nandan,2013,1964.5,2543.0
378,598067,Pune,LJ Wright,Subrata Roy Sahara Stadium,0,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Pune Warriors,runs,38.0,NJ Llong,SJA Taufel,2013,1832.5,1765.0
379,598068,Bangalore,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,24.0,C Shamshuddin,RJ Tucker,2013,2104.5,2324.5
380,598069,Hyderabad,PA Patel,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,5.0,Asad Rauf,S Asnani,2013,2079.0,1910.0
381,598070,Delhi,MEK Hussey,Feroz Shah Kotla,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,48.0,NJ Llong,RJ Tucker,2013,2324.5,2543.0
382,598071,Delhi,BJ Hodge,Feroz Shah Kotla,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,4.0,S Ravi,RJ Tucker,2013,2285.0,2079.0
383,598072,Kolkata,Harbhajan Singh,Eden Gardens,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,wickets,4.0,C Shamshuddin,SJA Taufel,2013,2543.0,2285.0
384,598073,Kolkata,KA Pollard,Eden Gardens,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,HDPK Dharmasena,SJA Taufel,2013,2324.5,2543.0
385,729279,Abu Dhabi,JH Kallis,Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,41.0,M Erasmus,RK Illingworth,2014,1811.0,1997.0
386,729281,,YS Chahal,Sharjah Cricket Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,Aleem Dar,S Ravi,2014,1465.5,1697.0
387,729283,Abu Dhabi,GJ Maxwell,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,wickets,6.0,RK Illingworth,C Shamshuddin,2014,2064.0,2408.5
388,729285,Abu Dhabi,AM Rahane,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,BF Bowden,RK Illingworth,2014,1665.0,1689.0
389,729287,,PA Patel,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,Aleem Dar,AK Chaudhary,2014,1697.0,1811.0
390,729289,,JP Duminy,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Delhi Daredevils,wickets,4.0,Aleem Dar,VA Kulkarni,2014,1997.0,1465.5
391,729291,,GJ Maxwell,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,BF Bowden,M Erasmus,2014,1689.0,2408.5
392,729293,Abu Dhabi,SK Raina,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Chennai Super Kings,runs,93.0,RK Illingworth,C Shamshuddin,2014,2064.0,1465.5
393,729295,,GJ Maxwell,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,runs,72.0,M Erasmus,S Ravi,2014,2408.5,1665.0
394,729297,,RA Jadeja,Dubai International Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,7.0,HDPK Dharmasena,RK Illingworth,2014,1689.0,2064.0
395,729299,,CA Lynn,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,2.0,Aleem Dar,VA Kulkarni,2014,1697.0,1997.0
396,729301,,AJ Finch,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,M Erasmus,S Ravi,2014,1665.0,1465.5
397,729303,,MM Sharma,Dubai International Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,BF Bowden,M Erasmus,2014,2064.0,1811.0
398,729305,Abu Dhabi,PV Tambe,Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,HDPK Dharmasena,C Shamshuddin,2014,1689.0,1697.0
399,729307,Abu Dhabi,Sandeep Sharma,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,23.0,HDPK Dharmasena,RK Illingworth,2014,1997.0,2408.5
400,729309,,M Vijay,Sharjah Cricket Stadium,1,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Delhi Daredevils,wickets,6.0,Aleem Dar,VA Kulkarni,2014,1465.5,1811.0
401,729311,,DR Smith,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,AK Chaudhary,VA Kulkarni,2014,1665.0,2064.0
402,729313,,Sandeep Sharma,Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,BF Bowden,S Ravi,2014,2408.5,1697.0
403,729317,,B Kumar,Dubai International Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15.0,HDPK Dharmasena,M Erasmus,2014,1811.0,1665.0
